Rxn name	Rxn description	Formula	Gene-reaction association	Reversible	LB	UB	Objective
PEt	phosphatidylethanolamine transport	pe_hs[e]  <=> pe_hs[c] 		1	-1000.00	1000.00	  0.00
PETHCT	phosphoethanolamine cytidyltransferase	h[c] + ctp[c] + ethamp[c]  -> ppi[c] + cdpea[c] 	(5833.1)	0	  0.00	1000.00	  0.00
PETOHMm_hs	phosphatidylethanolamine N-methyltransferase	3 amet[m] + pe_hs[m]  -> 3 h[m] + 3 ahcys[m] + pchol_hs[m] 	(10400.2) or (10400.1) or (10400.3)	0	  0.00	1000.00	  0.00
PETOHMr_hs	phosphatidylethanolamine N-methyltransferase	3 amet[r] + pe_hs[r]  -> 3 ahcys[r] + 3 h[r] + pchol_hs[r] 	(10400.2) or (10400.1) or (10400.3)	0	  0.00	1000.00	  0.00
PFK	phosphofructokinase	atp[c] + f6p[c]  -> adp[c] + h[c] + fdp[c] 	(5214.1) or (5211.2) or (5214.1 and 5211.1) or (5214.1 and 5213.1) or (5213.1) or (5214.1 and 5211.2) or (5211.1) or (5211.1 and 5213.1) or (5213.1 and 5211.2)	0	  0.00	1000.00	  0.00
PFK26	6-phosphofructo-2-kinase	atp[c] + f6p[c]  -> adp[c] + h[c] + f26bp[c] 	(5210.1) or (5207.1) or (5209.1) or (5208.1)	0	  0.00	1000.00	  0.00
PGCD	phosphoglycerate dehydrogenase	nad[c] + 3pg[c]  -> h[c] + nadh[c] + 3php[c] 	(26227.1)	0	  0.00	1000.00	  0.00
PGDI	Prostaglandin-H2 D-isomerase [Precursor]	prostgh2[c]  <=> prostgd2[c] 	(5730.1) or (27306.1)	1	-1000.00	1000.00	  0.00
PGI	glucose-6-phosphate isomerase	g6p[c]  <=> f6p[c] 	(2821.1)	1	-1000.00	1000.00	  0.00
PGISr	Prostaglandin I2 synthase	prostgh2[r]  <=> prostgi2[r] 	(5740.1)	1	-1000.00	1000.00	  0.00
PGK	phosphoglycerate kinase	atp[c] + 3pg[c]  <=> adp[c] + 13dpg[c] 	(5230.1) or (375056.1) or (5232.1)	1	-1000.00	1000.00	  0.00
PGL	6-phosphogluconolactonase	h2o[c] + 6pgl[c]  -> h[c] + 6pgc[c] 	(25796.1)	0	  0.00	1000.00	  0.00
PGLer	6-phosphogluconolactonase, endoplasmic reticulum	h2o[r] + 6pgl[r]  -> h[r] + 6pgc[r] 	(9563.1)	0	  0.00	1000.00	  0.00
PGLYCt	phosphatidylglycerol transport	pglyc_hs[e]  <=> pglyc_hs[c] 		1	-1000.00	1000.00	  0.00
PGM	phosphoglycerate mutase	2pg[c]  <=> 3pg[c] 	(669.1) or (5223.1) or (5224.2) or (5224.1) or (669.2)	1	-1000.00	1000.00	  0.00
PGMT	phosphoglucomutase	g1p[c]  <=> g6p[c] 	(5236.1) or (55276.1)	1	-1000.00	1000.00	  0.00
PGPP_hs	Phosphatidylglycerol phosphate phosphatase (homo sapiens)	h2o[c] + pgp_hs[c]  -> pi[c] + pglyc_hs[c] 		0	  0.00	1000.00	  0.00
PGPPT	phosphatidyl-CMP: glycerophosphate phosphatidyltransferase	cdpdag_hs[c] + glyc3p[c]  -> h[c] + cmp[c] + pgp_hs[c] 	(9489.1)	0	  0.00	1000.00	  0.00
PGS	Prostaglandin G/H synthase	2 o2[c] + h[c] + nadph[c] + arachd[c]  -> h2o[c] + nadp[c] + prostgh2[c] 	(5743.1) or (5742.1)	0	  0.00	1000.00	  0.00
PGSr	Prostaglandin G/H synthase	2 o2[r] + arachd[r] + h[r] + nadph[r]  -> h2o[r] + nadp[r] + prostgh2[r] 	(5743.1) or (5742.1)	0	  0.00	1000.00	  0.00
PHCDm	L-1-pyrroline-3-hydroxy-5-carboxylate dehydrogenase	2 h2o[m] + nad[m] + 1p3h5c[m]  -> h[m] + nadh[m] + e4hglu[m] 	(8659.1) or (8659.2)	0	  0.00	1000.00	  0.00
PHCHGSm	L-1-Pyrroline-3-hydroxy-5-carboxylate spontaneous conversion to L-4-Hydroxyglutamate semialdehyde, mitochondrial	h[m] + h2o[m] + 1p3h5c[m]  <=> 4hglusa[m] 		1	-1000.00	1000.00	  0.00
PHEMEt	heme transport	pheme[e]  -> pheme[c] 	(113235.1)	0	  0.00	1000.00	  0.00
PHEMEtm	Heme transport to cytosol	pheme[m]  <=> pheme[c] 		1	-1000.00	1000.00	  0.00
PHEt4	L-phenylalanine transport in via sodium symport	na1[e] + phe_L[e]  -> na1[c] + phe_L[c] 	(54407.1) or (84889.1) or (11254.1) or (6542.1) or (81539.1) or (6541.1) or (55089.1)	0	  0.00	1000.00	  0.00
PHYHx	Phytanoyl-CoA dioxygenase, peroxisomal	o2[x] + akg[x] + phytcoa[x]  -> co2[x] + phyt2ohcoa[x] + succ[x] 	(5264.1)	0	  0.00	1000.00	  0.00
PHYQt	Phylloquinone transport	h2o[c] + atp[c] + phyQ[e]  -> adp[c] + h[c] + pi[c] + phyQ[c] 		0	  0.00	1000.00	  0.00
PHYTt	fatty acid transport via diffusion	phyt[e]  <=> phyt[c] 		1	-1000.00	1000.00	  0.00
PI345P3P	phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase	h2o[c] + pail345p_hs[c]  -> pi[c] + pail45p_hs[c] 	(5728.1)	0	  0.00	1000.00	  0.00
PI345P3Pn	phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase, nuclear	h2o[n] + pail345p_hs[n]  -> pail45p_hs[n] + pi[n] 	(5728.1)	0	  0.00	1000.00	  0.00
PI345P5P	phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase	h2o[c] + pail345p_hs[c]  -> pi[c] + pail34p_hs[c] 	(3633.1) or (27124.1) or (3635.1) or (3636.1) or (8871.1) or (56623.1) or (8867.2) or (27124.2) or (8867.1) or (3632.1)	0	  0.00	1000.00	  0.00
PI345P5Pn	phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase, nuclear	h2o[n] + pail345p_hs[n]  -> pi[n] + pail34p_hs[n] 		0	  0.00	1000.00	  0.00
PI34P3Pn	phosphatidylinositol-3,4-bisphosphate 3-phosphatase, nuclear	h2o[n] + pail34p_hs[n]  -> pail4p_hs[n] + pi[n] 		0	  0.00	1000.00	  0.00
PI34P4Pn	phosphatidylinositol-3,4-bisphosphate 4-phosphatase, nuclear	h2o[n] + pail34p_hs[n]  -> pi[n] + pail3p_hs[n] 		0	  0.00	1000.00	  0.00
PI34P5K	phosphatidylinositol 3,4-bisphosphate 5-kinase	atp[c] + pail34p_hs[c]  -> adp[c] + h[c] + pail345p_hs[c] 	(8394.1) or (23396.1) or (8395.1)	0	  0.00	1000.00	  0.00
PI34P5Kn	phosphatidylinositol 3,4-bisphosphate 5-kinase, nuclear	atp[n] + pail34p_hs[n]  -> h[n] + adp[n] + pail345p_hs[n] 		0	  0.00	1000.00	  0.00
PI3P3Pn	phosphatidylinositol-3-phosphate 3-phosphatase, nuclear	h2o[n] + pail3p_hs[n]  -> pail_hs[n] + pi[n] 		0	  0.00	1000.00	  0.00
PI3P4K	phosphatidylinositol 3-phosphate 4-kinase	atp[c] + pail3p_hs[c]  -> adp[c] + h[c] + pail34p_hs[c] 	(55361.1) or (5297.1) or (8394.1) or (23396.1) or (8395.1) or (5298.1)	0	  0.00	1000.00	  0.00
PI3P4Kn	phosphatidylinositol 3-phosphate 4-kinase, nuclear	atp[n] + pail3p_hs[n]  -> h[n] + adp[n] + pail34p_hs[n] 		0	  0.00	1000.00	  0.00
PI3P5K	phosphatidylinositol 3-phosphate 5-kinase	atp[c] + pail3p_hs[c]  -> adp[c] + h[c] + pail35p_hs[c] 	(8394.1) or (23396.1) or (8395.1)	0	  0.00	1000.00	  0.00
PI45P3K	phosphatidylinositol 4,5-bisphosphate 3-kinase	atp[c] + pail45p_hs[c]  -> adp[c] + h[c] + pail345p_hs[c] 	(5291.1 and 5295.3) or (5293.1 and 8503.1) or (5296.1 and 5290.1) or (5293.1 and 5295.1) or (5293.1 and 5295.3) or (5291.1 and 5295.1) or (5296.1 and 5291.1) or (5295.2 and 5290.1) or (10870.1 and 5294.1) or (23533.1 and 5294.1) or (5295.2 and 5293.1) or (5290.1 and 5295.1) or (5290.1 and 8503.1) or (5290.1 and 5295.3) or (5291.1 and 8503.1) or (5293.1 and 5296.1) or (5295.2 and 5291.1)	0	  0.00	1000.00	  0.00
PI45P3Kn	phosphatidylinositol 4,5-bisphosphate 3-kinase, nuclear	atp[n] + pail45p_hs[n]  -> h[n] + adp[n] + pail345p_hs[n] 		0	  0.00	1000.00	  0.00
PI45P4P	phosphatidylinositol-4,5-bisphosphate 4-phosphatase	h2o[c] + pail45p_hs[c]  -> pi[c] + pail5p_hs[c] 		0	  0.00	1000.00	  0.00
PI45P5P	phosphatidylinositol-4,5-bisphosphate 5-phosphatase	h2o[c] + pail45p_hs[c]  -> pi[c] + pail4p_hs[c] 	(8867.1) or (56623.1) or (4952.1) or (8871.1) or (8867.2) or (4952.2) or (3633.1)	0	  0.00	1000.00	  0.00
PI45P5Pn	phosphatidylinositol-4,5-bisphosphate 5-phosphatase, nuclear	h2o[n] + pail45p_hs[n]  -> pail4p_hs[n] + pi[n] 		0	  0.00	1000.00	  0.00
PI45PLC	phosphatidylinositol 4,5-bisphosphate phospholipase C	h2o[c] + pail45p_hs[c]  -> h[c] + dag_hs[c] + mi145p[c] 	(23236.2) or (5336.1) or (9651.1) or (113026.1) or (89869.1) or (84812.1) or (5330.1) or (5335.1) or (51196.1) or (5333.1) or (5332.2) or (5331.1) or (5335.2) or (5334.1) or (5332.1) or (257068.1) or (23236.1) or (23007.1)	0	  0.00	1000.00	  0.00
PI4P3K	phosphatidylinositol 4-phosphate 3-kinase	atp[c] + pail4p_hs[c]  -> adp[c] + h[c] + pail34p_hs[c] 	(5291.1 and 5295.3) or (5296.1 and 5290.1) or (5293.1 and 5296.1) or (5287.1) or (5286.1) or (5293.1 and 8503.1) or (5293.1 and 5295.3) or (5291.1 and 8503.1) or (5295.2 and 5290.1) or (5288.1) or (5291.1 and 5295.1) or (5296.1 and 5291.1) or (23533.1 and 5294.1) or (5293.1 and 5295.1) or (5295.2 and 5293.1) or (5290.1 and 8503.1) or (5290.1 and 5295.3) or (10870.1 and 5294.1) or (5295.2 and 5291.1) or (5290.1 and 5295.1)	0	  0.00	1000.00	  0.00
PI4P3Kn	phosphatidylinositol 4-phosphate 3-kinase, nuclear	atp[n] + pail4p_hs[n]  -> h[n] + adp[n] + pail34p_hs[n] 		0	  0.00	1000.00	  0.00
PI4P5K	phosphatidylinositol 4-phosphate 5-kinase	atp[c] + pail4p_hs[c]  -> adp[c] + h[c] + pail45p_hs[c] 	(200576.2) or (8396.1) or (200576.3) or (79837.1) or (8394.1) or (23396.1) or (8395.1) or (8396.2) or (5305.1) or (200576.1)	0	  0.00	1000.00	  0.00
PI4P5Kn	phosphatidylinositol 4-phosphate 5-kinase, nuclear	atp[n] + pail4p_hs[n]  -> h[n] + adp[n] + pail45p_hs[n] 		0	  0.00	1000.00	  0.00
PI4PLC	phosphatidylinositol 4-phosphate phospholipase C	h2o[c] + pail4p_hs[c]  -> h[c] + dag_hs[c] + mi14p[c] 	(23236.1) or (51196.1) or (9651.1) or (113026.1) or (89869.1) or (23007.1) or (5334.1) or (5331.1) or (5333.1) or (257068.1) or (5332.1) or (23236.2) or (5335.1) or (5335.2) or (5336.1) or (5330.1) or (5332.2) or (84812.1)	0	  0.00	1000.00	  0.00
PI4PLCn	phosphatidylinositol 4-phosphate phospholipase C, nucleus	h2o[n] + pail4p_hs[n]  -> h[n] + dag_hs[n] + mi14p[n] 	(23236.2) or (23236.1)	0	  0.00	1000.00	  0.00
PI4PP	phosphatidylinositol-4-phosphate 4-phosphatase	h2o[c] + pail4p_hs[c]  -> pi[c] + pail_hs[c] 		0	  0.00	1000.00	  0.00
PI5P3K	phosphatidylinositol-5-phosphate 3-kinase	atp[c] + pail5p_hs[c]  -> adp[c] + h[c] + pail35p_hs[c] 	(5295.2 and 5291.1) or (23533.1 and 5294.1) or (5295.2 and 5290.1) or (5293.1 and 5295.3) or (5287.1) or (5286.1) or (5293.1 and 5296.1) or (5295.2 and 5293.1) or (5296.1 and 5291.1) or (5290.1 and 5295.1) or (5288.1) or (5290.1 and 8503.1) or (5291.1 and 5295.3) or (10870.1 and 5294.1) or (5291.1 and 8503.1) or (5293.1 and 5295.1) or (5296.1 and 5290.1) or (5289.1) or (5293.1 and 8503.1) or (5291.1 and 5295.1) or (5290.1 and 5295.3)	0	  0.00	1000.00	  0.00
PI5P4K	phosphatidylinositol-5-phosphate 4-kinase	atp[c] + pail5p_hs[c]  -> adp[c] + h[c] + pail45p_hs[c] 	(5297.1) or (55361.1) or (5298.1)	0	  0.00	1000.00	  0.00
PI5P4Kn	phosphatidylinositol-5-phosphate 4-kinase, nuclear	atp[n] + pail5p_hs[n]  -> h[n] + adp[n] + pail45p_hs[n] 		0	  0.00	1000.00	  0.00
PIACGT	phosphatidylinositol N-acetylglucosaminyltransferase	pail_hs[c] + uacgam[c]  -> h[c] + udp[c] + acgpail_hs[c] 	(5279.1) and (51227.2) and (5283.1) and (5277.2) and (9091.1) and (8818.1) or (5279.1) and (51227.2) and (5283.1) and (9091.1) and (5277.2) and (8818.1) or (51227.1) and (9091.2) and (5277.3) and (5283.1) and (5279.2) and (8818.1) or (51227.2) and (5277.1) and (5283.1) and (9091.1) and (8818.2) and (5279.2) or (51227.3) and (9091.2) and (5277.3) and (5283.1) and (5279.2) and (8818.1) or (5279.1) and (51227.1) and (9091.2) and (5277.1) and (5283.1) and (8818.2) or (51227.3) and (9091.2) and (5277.1) and (5283.1) and (5279.2) and (8818.1) or (51227.1) and (9091.2) and (5277.1) and (5283.1) and (8818.1) and (5279.2) or (51227.3) and (9091.2) and (5277.3) and (5283.1) and (5279.2) and (8818.2) or (51227.1) and (5277.1) and (5283.1) and (9091.1) and (5279.2) and (8818.1) or (51227.2) and (5283.1) and (9091.1) and (5277.2) and (8818.1) and (5279.2) or (5279.1) and (51227.1) and (9091.2) and (5277.3) and (5283.1) and (8818.2) or (51227.3) and (9091.2) and (5277.1) and (5283.1) and (8818.2) and (5279.2) or (5279.1) and (51227.2) and (5277.3) and (5283.1) and (9091.1) and (8818.2) or (51227.1) and (5277.3) and (5283.1) and (9091.1) and (8818.1) and (5279.2) or (51227.2) and (5277.1) and (5283.1) and (9091.1) and (8818.1) and (5279.2) or (5279.1) and (51227.2) and (9091.2) and (5277.1) and (5283.1) and (8818.1) or (5279.1) and (51227.1) and (9091.2) and (5283.1) and (5277.2) and (8818.2) or (5279.1) and (9091.2) and (51227.2) and (5277.2) and (5283.1) and (8818.2) or (5279.1) and (9091.2) and (51227.2) and (5277.1) and (5283.1) and (8818.2) or (51227.3) and (5283.1) and (5277.2) and (9091.1) and (8818.1) and (5279.2) or (51227.2) and (5277.3) and (5283.1) and (9091.1) and (8818.1) and (5279.2) or (5279.1) and (51227.1) and (5283.1) and (5277.2) and (9091.1) and (8818.2) or (51227.3) and (9091.2) and (5283.1) and (5277.2) and (5279.2) and (8818.1) or (5279.1) and (51227.3) and (9091.2) and (5283.1) and (5277.2) and (8818.2) or (51227.1) and (9091.2) and (5277.3) and (5283.1) and (8818.2) and (5279.2) or (5279.1) and (51227.3) and (5277.3) and (5283.1) and (9091.1) and (8818.2) or (51227.1) and (5283.1) and (5277.2) and (9091.1) and (5279.2) and (8818.2) or (5279.1) and (51227.3) and (5277.1) and (5283.1) and (9091.1) and (8818.1) or (5279.1) and (51227.3) and (9091.2) and (5277.1) and (5283.1) and (8818.2) or (5279.1) and (51227.1) and (5277.3) and (5283.1) and (9091.1) and (8818.1) or (5279.1) and (51227.3) and (9091.2) and (5277.3) and (5283.1) and (8818.2) or (5279.1) and (51227.2) and (5277.3) and (9091.1) and (5283.1) and (8818.1) or (51227.2) and (5277.3) and (9091.1) and (5283.1) and (8818.2) and (5279.2) or (51227.2) and (9091.2) and (5277.2) and (5283.1) and (8818.1) and (5279.2) or (51227.1) and (9091.2) and (5277.1) and (5283.1) and (8818.2) and (5279.2) or (51227.1) and (5277.3) and (5283.1) and (9091.1) and (5279.2) and (8818.2) or (5279.1) and (51227.1) and (9091.2) and (5277.3) and (5283.1) and (8818.1) or (51227.2) and (9091.2) and (5277.3) and (5283.1) and (8818.1) and (5279.2) or (51227.3) and (5277.3) and (9091.1) and (5283.1) and (5279.2) and (8818.2) or (9091.2) and (51227.2) and (5277.3) and (5283.1) and (5279.2) and (8818.2) or (5279.1) and (9091.2) and (51227.2) and (5277.3) and (5283.1) and (8818.2) or (51227.1) and (5277.1) and (5283.1) and (9091.1) and (8818.2) and (5279.2) or (5279.1) and (9091.2) and (51227.2) and (5277.3) and (5283.1) and (8818.1) or (5279.1) and (51227.1) and (9091.2) and (5277.2) and (5283.1) and (8818.1) or (51227.3) and (5277.1) and (9091.1) and (5283.1) and (5279.2) and (8818.2) or (5279.1) and (51227.1) and (9091.1) and (5277.2) and (5283.1) and (8818.1) or (51227.1) and (5283.1) and (9091.1) and (5277.2) and (5279.2) and (8818.1) or (5279.1) and (51227.3) and (9091.2) and (5277.1) and (5283.1) and (8818.1) or (51227.3) and (5279.1) and (9091.2) and (5277.3) and (5283.1) and (8818.1) or (51227.3) and (5277.3) and (5283.1) and (9091.1) and (8818.1) and (5279.2) or (51227.3) and (9091.1) and (5283.1) and (5277.2) and (5279.2) and (8818.2) or (51227.3) and (5277.1) and (5283.1) and (9091.1) and (8818.1) and (5279.2) or (5279.1) and (51227.1) and (5277.3) and (5283.1) and (9091.1) and (8818.2) or (9091.2) and (51227.2) and (5277.1) and (5283.1) and (5279.2) and (8818.1) or (51227.1) and (9091.2) and (5277.2) and (5283.1) and (8818.1) and (5279.2) or (51227.2) and (5283.1) and (5277.2) and (9091.1) and (8818.2) and (5279.2) or (9091.2) and (51227.2) and (5277.1) and (5283.1) and (8818.2) and (5279.2) or (5279.1) and (51227.3) and (5277.1) and (5283.1) and (9091.1) and (8818.2) or (5279.1) and (51227.1) and (9091.2) and (5277.1) and (5283.1) and (8818.1) or (5279.1) and (51227.3) and (5277.3) and (5283.1) and (9091.1) and (8818.1) or (5279.1) and (51227.3) and (5283.1) and (5277.2) and (9091.1) and (8818.1) or (5279.1) and (51227.2) and (5277.1) and (9091.1) and (5283.1) and (8818.2) or (51227.3) and (9091.2) and (5283.1) and (5277.2) and (8818.2) and (5279.2) or (9091.2) and (51227.2) and (5283.1) and (5277.2) and (5279.2) and (8818.2) or (5279.1) and (51227.2) and (5277.1) and (9091.1) and (5283.1) and (8818.1) or (5279.1) and (51227.3) and (9091.2) and (5283.1) and (5277.2) and (8818.1) or (5279.1) and (51227.1) and (5277.1) and (5283.1) and (9091.1) and (8818.1) or (5279.1) and (9091.2) and (51227.2) and (5277.2) and (5283.1) and (8818.1) or (5279.1) and (51227.3) and (9091.1) and (5277.2) and (5283.1) and (8818.2) or (51227.1) and (9091.2) and (5283.1) and (5277.2) and (8818.2) and (5279.2) or (5279.1) and (51227.1) and (5277.1) and (9091.1) and (5283.1) and (8818.2)	0	  0.00	1000.00	  0.00
PIK3	phosphatidylinositol 3-kinase	atp[c] + pail_hs[c]  -> adp[c] + h[c] + pail3p_hs[c] 	(5295.2 and 5291.1) or (23533.1 and 5294.1) or (5290.1 and 5295.1) or (5293.1 and 5295.3) or (5287.1) or (5286.1) or (5293.1 and 5296.1) or (5295.2 and 5293.1) or (5296.1 and 5291.1) or (5290.1 and 5295.3) or (5288.1) or (5290.1 and 8503.1) or (5291.1 and 5295.3) or (10870.1 and 5294.1) or (5291.1 and 8503.1) or (5293.1 and 5295.1) or (5296.1 and 5290.1) or (5289.1) or (5293.1 and 8503.1) or (5291.1 and 5295.1) or (5295.2 and 5290.1)	0	  0.00	1000.00	  0.00
PIK3n	phosphatidylinositol 3-kinase, nuclear	atp[n] + pail_hs[n]  -> h[n] + adp[n] + pail3p_hs[n] 		0	  0.00	1000.00	  0.00
PIK4	phosphatidylinositol 4-kinase	atp[c] + pail_hs[c]  -> adp[c] + h[c] + pail4p_hs[c] 	(5298.1) or (55361.1) or (5297.1)	0	  0.00	1000.00	  0.00
PIK4n	phosphatidylinositol 4-kinase, nuclear	atp[n] + pail_hs[n]  -> h[n] + adp[n] + pail4p_hs[n] 		0	  0.00	1000.00	  0.00
PIK5	phosphatidylinositol 5-kinase	atp[c] + pail_hs[c]  -> adp[c] + h[c] + pail5p_hs[c] 	(8394.1) or (23396.1) or (8395.1)	0	  0.00	1000.00	  0.00
PIK5n	phosphatidylinositol 5-kinase, nuclear	atp[n] + pail_hs[n]  -> h[n] + adp[n] + pail5p_hs[n] 		0	  0.00	1000.00	  0.00
PIPLC	phosphatidylinositol phospholipase C	h2o[c] + pail_hs[c]  -> h[c] + dag_hs[c] + mi1p_D[c] 	(23236.2) or (5336.1) or (23007.1) or (113026.1) or (89869.1) or (84812.1) or (9651.1) or (5335.1) or (51196.1) or (257068.1) or (5332.2) or (5331.1) or (5335.2) or (5334.1) or (5332.1) or (5330.1) or (23236.1) or (5333.1)	0	  0.00	1000.00	  0.00
PIPLCn	phosphatidylinositol phospholipase C, nucleus	h2o[n] + pail_hs[n]  -> h[n] + dag_hs[n] + mi1p_D[n] 	(23236.2) or (23236.1)	0	  0.00	1000.00	  0.00
PIter	phosphate transport, endoplasmic reticulum	pi[r]  <=> pi[c] 	(2544.1)	1	-1000.00	1000.00	  0.00
PItg	phosphate transport, Golgi apparatus	pi[g]  -> pi[c] 		0	  0.00	1000.00	  0.00
PItn	phosphate transport, nuclear	pi[n]  <=> pi[c] 		1	-1000.00	1000.00	  0.00
PItx	Phosphate transporter, peroxisome	pi[c]  <=> pi[x] 		1	-1000.00	1000.00	  0.00
PLA2_2	phospholipase A2	h2o[c] + pchol_hs[c]  -> h[c] + Rtotal2[c] + lpchol_hs[c] 	(8398.1) or (5320.1) or (8398.2)	0	  0.00	1000.00	  0.00
PLA2_2e	phospholipase A2	h2o[e] + pchol_hs[e]  -> h[e] + lpchol_hs[e] + Rtotal2[e] 	(5322.1) or (5319.1) or (81579.1) or (64600.1) or (26279.1) or (5320.1) or (8399.1) or (30814.1)	0	  0.00	1000.00	  0.00
PMANM	phosphomannomutase	man1p[c]  <=> man6p[c] 	(5372.1) or (55276.1) or (5373.1)	1	-1000.00	1000.00	  0.00
PMTCOAtx	fatty acid intracellular transport	pmtcoa[c]  <=> pmtcoa[x] 		1	-1000.00	1000.00	  0.00
PNP	purine-nucleoside phosphorylase	pi[c] + rnam[c]  <=> h[c] + ncam[c] + r1p[c] 	(4860.1)	1	-1000.00	1000.00	  0.00
PNTK	pantothenate kinase	atp[c] + pnto_R[c]  -> adp[c] + h[c] + 4ppan[c] 	(79646.1) or (80025.2) or (53354.1) or (53354.3) or (80025.1) or (53354.2) or (80025.3) or (80025.4) or (55229.1)	0	  0.00	1000.00	  0.00
PPA	inorganic diphosphatase	h2o[c] + ppi[c]  -> h[c] + 2 pi[c] 	(5464.1)	0	  0.00	1000.00	  0.00
PPAer	inorganic diphosphatase, endoplasmic reticulum	h2o[r] + ppi[r]  -> h[r] + 2 pi[r] 	(2538.1) or (92579.1) or (57818.1)	0	  0.00	1000.00	  0.00
PPAm	inorganic diphosphatase	h2o[m] + ppi[m]  -> h[m] + 2 pi[m] 	(27068.4) or (27068.1) or (27068.3) or (27068.2)	0	  0.00	1000.00	  0.00
PPAn	inorganic diphosphatase, nuclear	h2o[n] + ppi[n]  -> h[n] + 2 pi[n] 		0	  0.00	1000.00	  0.00
PPAP	phosphatidic acid phosphatase	h2o[c] + pa_hs[c]  -> pi[c] + dag_hs[c] 	(8612.1) or (8611.1) or (8613.1) or (8611.2)	0	  0.00	1000.00	  0.00
PPAt	Propionate transport, diffusion	ppa[e]  -> ppa[c] 		0	  0.00	1000.00	  0.00
PPBNGS	porphobilinogen synthase	2 5aop[c]  -> 2 h2o[c] + h[c] + ppbng[c] 	(210.1) or (210.2)	0	  0.00	1000.00	  0.00
PPCDC	phosphopantothenoylcysteine decarboxylase	h[c] + 4ppcys[c]  -> co2[c] + pan4p[c] 	(60490.1)	0	  0.00	1000.00	  0.00
PPCOACm	Propionyl-CoA carboxylase, mitochondrial	ppcoa[m] + atp[m] + hco3[m]  -> h[m] + adp[m] + pi[m] + mmcoa_S[m] 	(5096.1 and 5095.1)	0	  0.00	1000.00	  0.00
PPCOAOm	Propanoyl-CoA:FAD 2,3-oxidoreductase, mitochondrial	ppcoa[m] + fad[m]  -> fadh2[m] + prpncoa[m] 	(80724.1) or (27034.1) or (36.1) or (35.1) or (84129.1) or (34.1) or (28976.1)	0	  0.00	1000.00	  0.00
PPDOx	Propane-1,2-diol:NAD+ 1-oxidoreductase	h[c] + nadh[c] + lald_D[c]  -> nad[c] + 12ppd_R[c] 	(8574.1)	0	  0.00	1000.00	  0.00
PPDOy	Propane-1,2-diol:NADP+ 1-oxidoreductase	h[c] + nadph[c] + lald_D[c]  -> nadp[c] + 12ppd_R[c] 	(8574.1) or (231.1) or (10327.2) or (10327.1)	0	  0.00	1000.00	  0.00
PPItr	Diphosphate transporter, endoplasmic reticulum	ppi[c]  <=> ppi[r] 		1	-1000.00	1000.00	  0.00
PPItx	Diphosphate transporter, peroxisome	ppi[c]  <=> ppi[x] 		1	-1000.00	1000.00	  0.00
PPM	phosphopentomutase	r1p[c]  <=> r5p[c] 	(5236.1)	1	-1000.00	1000.00	  0.00
PPNCL3	phosphopantothenate-cysteine ligase	atp[c] + cys_L[c] + 4ppan[c]  -> h[c] + amp[c] + ppi[c] + 4ppcys[c] 	(79717.1)	0	  0.00	1000.00	  0.00
PPPG9tm	protoporphyrinogen IX mitochondrial transport	pppg9[c]  <=> pppg9[m] 		1	-1000.00	1000.00	  0.00
PPPGOm	protoporphyrinogen oxidase, mitochondrial	3 o2[m] + 2 pppg9[m]  -> 6 h2o[m] + 2 ppp9[m] 	(5498.1)	0	  0.00	1000.00	  0.00
PRAGSr	phosphoribosylglycinamide synthase	atp[c] + gly[c] + pram[c]  <=> adp[c] + h[c] + pi[c] + gar[c] 	(2618.1) or (2618.2)	1	-1000.00	1000.00	  0.00
PRASCS	phosphoribosylaminoimidazolesuccinocarboxamide synthase	atp[c] + asp_L[c] + 5aizc[c]  <=> adp[c] + h[c] + pi[c] + 25aics[c] 	(10606.1)	1	-1000.00	1000.00	  0.00
PRFGS	phosphoribosylformylglycinamidine synthase	h2o[c] + atp[c] + gln_L[c] + fgam[c]  -> adp[c] + h[c] + pi[c] + glu_L[c] + fpram[c] 	(5198.1)	0	  0.00	1000.00	  0.00
PRGSTRNt	Progesterone transport	prgstrn[e]  <=> prgstrn[c] 		1	-1000.00	1000.00	  0.00
PRISTCOAtx	pristcoa peroxisomal transport	pristcoa[x]  <=> pristcoa[c] 		1	-1000.00	1000.00	  0.00
PRISTtx	prist peroxisomal transport	prist[x]  <=> prist[c] 		1	-1000.00	1000.00	  0.00
PROSTGE1t3	prostaglandine E1 transport (ATP-dependent)	h2o[c] + atp[c] + prostge1[c]  -> adp[c] + h[c] + pi[c] + prostge1[e] 	(10257.1)	0	  0.00	1000.00	  0.00
PROSTGE2t	prostaglandin transport via bicarbonate countertransport	hco3[c] + prostge2[e]  <=> hco3[e] + prostge2[c] 	(28231.1) or (6578.1) or (28232.1) or (6579.1)	1	-1000.00	1000.00	  0.00
PROSTGE2t3	prostaglandine E2 transport (ATP-dependent)	h2o[c] + atp[c] + prostge2[c]  -> adp[c] + h[c] + pi[c] + prostge2[e] 	(10257.1)	0	  0.00	1000.00	  0.00
PROSTGH2t	Prostaglandin H2 transport	hco3[c] + prostgh2[e]  <=> hco3[e] + prostgh2[c] 		1	-1000.00	1000.00	  0.00
